City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,pecan plantation,32.3604,-97.6756,101.95,36,2,10.98,US,1723158721
275,saudarkrokur,65.7461,-19.6394,44.11,92,100,4.0,IS,1723158724
276,lazaro cardenas,17.9583,-102.2,86.97,73,62,8.14,MX,1723158726
277,megion,61.0296,76.1136,52.74,71,100,11.36,RU,1723158728
278,bushehr,28.9684,50.8385,89.2,78,49,14.27,IR,1723158729
279,ta`u,-14.2336,-169.5144,77.31,74,84,22.1,AS,1723158731
280,iskateley,67.6803,53.1512,43.11,84,27,4.23,RU,1723158733
281,longyearbyen,78.2186,15.6401,53.44,87,0,4.61,SJ,1723158734
282,hillsborough,37.5741,-122.3794,73.9,73,20,25.32,US,1723158736
283,quellon,-43.1167,-73.6167,44.62,90,100,6.89,CL,1723158499
284,nemuro,43.3236,145.575,65.89,99,100,7.36,JP,1723158739
285,dazhou,31.2159,107.5009,79.18,81,85,3.04,CN,1723158741
286,dunedin,-45.8742,170.5036,50.81,64,27,2.19,NZ,1723158742
287,kegeyli shahar,42.7767,59.6078,80.35,47,0,10.04,UZ,1723158744
288,somerset east,-32.7217,25.588,52.59,29,0,7.99,ZA,1723158746
289,cartagena del chaira,1.3349,-74.8429,79.59,73,28,1.81,CO,1723158748
290,callao,-12.0667,-77.15,61.09,77,100,8.05,PE,1723158750
291,yangambi,0.8102,24.4336,71.13,94,39,2.95,CD,1723158751
292,touros,-5.1989,-35.4608,75.22,85,0,12.8,BR,1723158753
293,xique xique,-10.8217,-42.7311,78.01,46,0,2.26,BR,1723158755
294,chonchi,-42.6128,-73.8092,44.13,92,100,1.41,CL,1723158757
295,bayganin,48.6947,55.8742,69.4,71,2,6.96,KZ,1723158758
296,sao felix do xingu,-6.6447,-51.995,80.1,32,0,0.78,BR,1723158760
297,khandyga,62.6667,135.6,62.35,65,41,1.1,RU,1723158762
298,coari,-4.085,-63.1414,84.42,41,4,1.12,BR,1723158764
299,mariinsk,56.2139,87.7472,57.65,98,42,4.36,RU,1723158766
300,kununurra,-15.7667,128.7333,69.78,46,6,6.91,AU,1723158768
301,monte alegre,-2.0078,-54.0692,84.33,47,19,4.05,BR,1723158771
302,oyugis,-0.509,34.7358,62.62,80,84,5.35,KE,1723158773
303,la foa,-21.7108,165.8276,72.91,61,0,2.28,NC,1723158774
304,wotho,10.1657,166.0102,83.52,74,15,14.99,MH,1723158776
305,kadom,54.5592,42.4675,60.1,97,100,5.73,RU,1723158778
306,banaz,38.7371,29.7519,69.22,46,0,7.14,TR,1723158780
307,nagqu,31.5,92.0,39.06,92,100,3.4,CN,1723158782
308,laojunmiao,39.8333,97.7333,58.03,63,34,21.94,CN,1723158784
309,gramoteino,54.5368,86.3839,58.48,96,95,2.06,RU,1723158785
310,tsiombe,-25.3,45.4833,66.63,77,0,3.98,MG,1723158787
311,texarkana,33.4251,-94.0477,97.02,54,0,5.75,US,1723158663
312,ladnun,27.65,74.3833,81.07,79,100,9.01,IN,1723158793
313,greymouth,-42.4667,171.2,50.67,73,60,8.43,NZ,1723158794
314,kudahuvadhoo,2.6708,72.8944,81.57,72,90,4.97,MV,1723158796
315,ilsenburg,51.8667,10.6833,61.18,100,61,4.09,DE,1723158798
316,selty,57.3132,52.1345,53.74,91,42,6.46,RU,1723158800
317,ilha de mocambique,-15.0342,40.7358,74.62,77,0,3.96,MZ,1723158801
318,fort mcmurray,56.7268,-111.381,77.14,25,8,3.11,CA,1723158772
319,vilyuchinsk,52.9306,158.4028,56.08,99,100,4.54,RU,1723158805
320,freetown,8.484,-13.2299,76.12,88,100,6.87,SL,1723158807
321,igrim,63.1906,64.4162,46.62,88,3,3.8,RU,1723158808
322,kaiapoi,-43.3783,172.6401,47.46,88,100,11.5,NZ,1723158810
323,korla,41.7597,86.1469,71.83,47,0,4.81,CN,1723158812
324,tralee,52.2704,-9.7026,56.26,92,97,8.66,IE,1723158814
325,kayangel,8.0823,134.7173,83.75,71,100,6.02,PW,1723158816
326,usinsk,65.9939,57.5281,48.42,78,2,8.19,RU,1723158817
327,ponta delgada,37.7333,-25.6667,72.32,78,20,9.22,PT,1723158819
328,fiambala,-27.6871,-67.6149,36.7,57,1,6.64,AR,1723158821
329,udachny,66.4167,112.4,49.71,88,100,10.71,RU,1723158823
330,tayga,56.06,85.6197,53.96,99,60,4.45,RU,1723158824
331,gao,16.6362,1.637,90.54,45,84,10.0,ML,1723158826
332,tangalle,6.024,80.7911,79.09,82,99,10.6,LK,1723158769
333,kokemaki,61.2565,22.3564,58.05,93,97,4.68,FI,1723158829
334,labrador city,52.9463,-66.9114,53.35,62,99,4.09,CA,1723158831
335,filipstad,59.7124,14.1683,53.24,96,61,4.25,SE,1723158833
336,brigantine,39.4101,-74.3646,77.05,96,100,11.5,US,1723158834
337,uturoa,-16.7333,-151.4333,78.6,77,7,6.85,PF,1723158836
338,lakatoro,-16.0999,167.4164,77.29,65,27,15.64,VU,1723158838
339,kone,-21.0595,164.8658,78.13,47,4,3.47,NC,1723158839
340,zhaotong,27.3167,103.7167,62.8,94,4,3.2,CN,1723158841
341,filomeno mata,20.2,-97.7,81.3,78,100,3.02,MX,1723158843
342,roma,43.2128,-75.4557,64.54,96,100,8.05,US,1723158845
343,chinchilla,-26.75,150.6333,57.02,83,0,1.99,AU,1723158847
344,guilin,25.2819,110.2864,78.71,90,5,2.15,CN,1723158848
345,castillos,-34.1667,-53.8333,45.82,66,58,8.81,UY,1723158850
346,kourou,5.1552,-52.6478,79.09,85,11,8.43,GF,1723158852
347,affery,6.315,-3.9603,69.67,96,96,3.11,CI,1723158855
348,kharian,32.8149,73.8636,84.47,72,88,5.86,PK,1723158857
349,fada,7.25,4.0667,69.91,92,46,2.55,NG,1723158859
350,kapa'a,22.0752,-159.319,84.52,65,20,11.5,US,1723158860
351,chuhar jamali,24.3895,67.9923,82.27,84,65,13.4,PK,1723158862
352,tarija,-21.5355,-64.7296,40.91,70,75,11.5,BO,1723158637
353,girvan,55.2426,-4.8555,59.61,96,100,21.34,GB,1723158865
354,goba,7.0167,39.9833,50.97,91,48,3.65,ET,1723158867
355,tynda,55.1667,124.7167,61.9,82,99,1.45,RU,1723158869
356,masuguru,-11.3667,38.4167,69.08,77,46,3.2,TZ,1723158870
357,norilsk,69.3535,88.2027,46.36,77,10,4.38,RU,1723158872
358,atafu village,-8.5421,-172.5159,83.05,76,96,17.45,TK,1723158874
359,santa luzia,-19.7697,-43.8514,73.78,53,2,2.46,BR,1723158876
360,fuerte olimpo,-21.0415,-57.8738,59.41,71,100,4.9,PY,1723158877
361,chancay,-11.5714,-77.2672,62.35,83,50,6.11,PE,1723158879
362,new plymouth,-39.0667,174.0833,51.31,100,72,3.13,NZ,1723158881
363,aral,40.5156,81.2636,79.25,26,8,9.01,CN,1723158883
364,dryden,49.7833,-92.7503,53.89,94,100,11.5,CA,1723158884
365,farafangana,-22.8167,47.8333,69.96,85,97,7.34,MG,1723158886
366,iwamizawa,43.2003,141.7597,76.32,86,100,6.53,JP,1723158888
367,urzhar,47.093,81.6294,74.21,30,18,6.51,KZ,1723158889
368,vila franca do campo,37.7167,-25.4333,70.5,78,0,4.18,PT,1723158891
369,flying fish cove,-10.4217,105.6791,76.68,88,100,14.97,CX,1723158893
370,standerton,-26.9337,29.2415,58.21,41,0,8.01,ZA,1723158894
371,egilsstadir,65.2653,-14.3948,46.31,87,75,4.61,IS,1723158896
372,nizhnesortymskiy,62.4397,71.7603,51.53,72,100,8.23,RU,1723158898
373,labuan,5.2767,115.2417,77.36,94,20,0.0,MY,1723158900
374,jinchang,38.4953,102.1739,64.6,61,62,9.89,CN,1723158903
375,cole harbour,44.6724,-63.4751,68.95,74,22,5.99,CA,1723158905
376,boda,4.3189,17.4695,70.75,92,97,2.48,CF,1723158907
377,pandan,14.0453,124.1694,83.77,80,60,8.59,PH,1723158910
378,bubaque,11.2833,-15.8333,79.79,82,100,14.0,GW,1723158911
379,mccook,40.2019,-100.6257,71.65,56,100,10.36,US,1723158836
380,turinsk,58.0458,63.696,45.77,83,20,4.47,RU,1723158915
381,mogadishu,2.0371,45.3438,75.87,85,70,15.93,SO,1723158916
382,nynashamn,58.9034,17.9479,61.11,86,73,7.94,SE,1723158918
383,upper grand lagoon,30.1633,-85.7408,91.02,78,20,14.97,US,1723158920
384,fort-shevchenko,44.5086,50.263,80.44,74,5,12.55,KZ,1723158922
385,alice springs,-23.7,133.8833,53.15,66,0,0.0,AU,1723158924
386,nema,57.5067,50.5011,53.42,97,58,5.99,RU,1723158925
387,nevesinje,43.2586,18.1133,58.73,79,3,7.02,BA,1723158927
388,xinzhi,36.4989,111.7047,75.15,90,100,4.34,CN,1723158929
389,lumphat,13.4878,106.9816,74.62,97,11,1.7,KH,1723158931
390,alakurtti,66.9672,30.3491,47.93,77,8,2.48,RU,1723158932
391,doume,4.2333,13.45,69.24,88,94,3.24,CM,1723158934
392,anton lizardo,19.05,-95.9833,85.5,76,31,8.05,MX,1723158936
393,ternate,0.8,127.4,79.25,81,99,4.23,ID,1723158937
394,oranjemund,-28.55,16.4333,58.06,65,0,20.76,NA,1723158939
395,tarawa,1.419,172.984,89.69,62,40,6.91,KI,1723158941
396,kill devil hills,36.0307,-75.676,82.98,87,100,18.41,US,1723158942
397,atbasar,51.8,68.3333,63.45,95,100,8.43,KZ,1723158944
398,fengtai,39.5581,117.7492,76.78,86,100,5.66,CN,1723158946
399,sagalo,12.2007,-10.6996,71.4,97,80,3.71,ML,1723158947
400,kirakira,-10.4544,161.9205,81.75,80,92,11.83,SB,1723158949
401,abepura,-2.6333,140.5833,81.41,89,20,3.44,ID,1723158951
402,twin falls,42.3505,-114.6445,86.34,22,0,4.61,US,1723158848
403,nova xavantina,-14.6667,-52.35,77.65,31,6,3.36,BR,1723158954
404,san carlos,9.6612,-68.5827,78.28,90,37,3.18,VE,1723158956
405,at taraf,25.3628,49.725,90.19,27,5,6.71,SA,1723158958
406,mahajanga,-15.7167,46.3167,69.82,60,0,9.22,MG,1723158959
407,port-vila,-17.7338,168.3219,74.8,78,75,12.66,VU,1723158961
408,shingu,33.7333,135.9833,85.39,58,3,2.19,JP,1723158963
409,east london,-33.0153,27.9116,61.5,83,0,5.39,ZA,1723158965
410,ambasa,23.9172,91.8472,75.54,90,99,4.54,IN,1723158967
411,colonia,50.9333,6.95,66.9,77,0,4.61,DE,1723158968
412,yuzhno-kurilsk,44.0306,145.8556,68.86,96,100,4.38,RU,1723158970
413,avondale,33.4356,-112.3496,106.21,27,40,13.8,US,1723158969
414,slave lake,55.2834,-114.769,73.38,43,0,13.8,CA,1723158974
415,floro,61.5996,5.0328,57.16,82,75,11.5,NO,1723158975
416,corumba,-19.0092,-57.6533,60.33,86,97,5.64,BR,1723158977
417,kirensk,57.7853,108.1119,62.06,82,45,3.24,RU,1723158979
418,streator,41.1209,-88.8354,77.07,76,72,7.09,US,1723158980
419,kerewan,13.4898,-16.0888,78.75,88,100,7.99,GM,1723158982
420,pangkalanbuun,-2.6833,111.6167,72.95,100,100,2.01,ID,1723158984
421,bafoulabe,13.8065,-10.8321,80.26,82,91,6.33,ML,1723158985
422,altay,47.8667,88.1167,63.91,41,20,5.19,CN,1723158987
423,reggane,26.7158,0.1714,101.71,8,0,20.56,DZ,1723158989
424,rundu,-17.9333,19.7667,62.91,20,0,5.79,NA,1723158991
425,angaur state,6.906,134.13,82.6,72,100,4.34,PW,1723158992
426,saipan,15.1355,145.701,86.7,74,40,5.75,MP,1723158994
427,cloverdale,38.8055,-123.0172,103.51,16,1,9.8,US,1723158996
428,kwang binh,17.4833,106.6,82.06,76,73,7.74,VN,1723158998
429,trinidad,-14.8333,-64.9,60.78,88,40,13.8,BO,1723158999
430,erdenet,49.0333,104.0833,57.29,83,100,4.47,MN,1723159001
431,quelimane,-17.8786,36.8883,67.46,92,0,4.36,MZ,1723159003
432,geraldton,-28.7667,114.6,48.61,93,0,10.36,AU,1723158963
433,juneau,58.3019,-134.4197,77.0,100,0,9.22,US,1723158963
434,belyy yar,53.6039,91.3903,60.69,100,0,2.24,RU,1723159008
435,takhtamukay,44.9215,38.9958,68.92,79,0,0.0,RU,1723159009
436,swellendam,-34.0226,20.4417,54.93,89,38,16.49,ZA,1723159011
437,vorgashor,67.5833,63.95,41.81,87,1,4.09,RU,1723159013
438,al jawf,29.5,38.75,83.89,16,2,7.11,SA,1723159015
439,zheleznodorozhnyy,55.7503,38.0042,60.26,88,19,4.88,RU,1723159008
440,ra-ngae,6.2968,101.7284,76.48,97,80,2.39,TH,1723159018
441,al qusayr,34.5091,36.5798,75.11,68,0,4.56,SY,1723159020
442,weno,7.4515,151.8468,89.55,84,75,6.91,FM,1723159022
443,longonjo,-12.9067,15.2533,64.15,19,0,2.28,AO,1723159023
444,ulanhot,46.0833,122.0833,71.6,56,84,2.62,CN,1723159025
445,smithers,54.7804,-127.1743,87.17,24,13,4.25,CA,1723158740
446,nuuk,64.1835,-51.7216,39.81,93,100,5.75,GL,1723159028
447,fort st. john,56.2499,-120.8529,76.89,44,40,6.91,CA,1723159030
448,birjand,32.8663,59.2211,75.67,15,0,9.22,IR,1723159032
449,witu,-2.3889,40.4382,73.8,80,43,10.16,KE,1723159034
450,mezhdurechenskiy,59.6,65.9333,50.09,72,45,4.25,RU,1723159035
451,punta del este,-34.9667,-54.95,46.87,84,45,11.99,UY,1723159037
452,idrinskoye,54.3708,92.1358,59.4,95,65,3.04,RU,1723159040
453,kotma,23.2,81.9667,73.9,98,100,8.08,IN,1723159042
454,niort,46.3333,-0.3333,60.98,71,4,5.37,FR,1723159044
455,urucara,-2.5364,-57.76,85.41,38,38,1.59,BR,1723159046
456,sinop,41.7711,34.8709,63.64,83,4,4.88,TR,1723159047
457,port douglas,-16.4833,145.4667,70.56,80,36,9.66,AU,1723159049
458,rosarito,32.3333,-117.0333,72.52,69,19,7.29,MX,1723158905
459,tingo maria,-9.2895,-76.0088,71.82,93,77,0.76,PE,1723159053
460,qarqaraly,49.4058,75.4742,66.94,63,85,6.26,KZ,1723159054
461,hamilton,39.1834,-84.5333,84.92,67,100,11.5,US,1723159056
462,cassilandia,-19.1133,-51.7342,78.42,34,100,4.5,BR,1723159058
463,mar del plata,-38.0023,-57.5575,48.09,82,98,18.99,AR,1723158788
464,kisangani,0.5167,25.2,72.75,94,54,2.93,CD,1723159061
465,churapcha,62.0025,132.4325,62.29,59,63,3.62,RU,1723159063
466,isla mujeres,21.2311,-86.731,85.59,68,57,7.96,MX,1723158899
467,rosetta,31.4044,30.4164,80.71,67,0,11.86,EG,1723159066
468,ola,59.5833,151.2833,58.24,79,97,1.12,RU,1723159068
469,pyrzyce,53.1462,14.8926,60.84,72,56,5.41,PL,1723159070
470,penzance,50.1186,-5.5371,64.29,95,100,20.11,GB,1723159071
471,sinabang,2.4803,96.3801,78.57,84,100,6.35,ID,1723159073
472,hsinchu,24.8036,120.9686,82.89,76,73,3.0,TW,1723159075
473,tostado,-29.232,-61.7692,47.98,58,8,8.55,AR,1723159076
474,zhangatas,43.5667,69.75,82.98,22,1,6.49,KZ,1723159078
475,jayapura,-2.5333,140.7,74.98,84,31,4.27,ID,1723159080
476,new norfolk,-42.7826,147.0587,48.22,82,81,3.8,AU,1723159082
477,kolonia town,6.964,158.206,89.6,66,75,9.22,FM,1723159083
478,berdigestyakh,62.0989,126.6992,63.43,52,18,4.74,RU,1723159085
479,edeleny,48.3,20.7333,66.34,77,52,3.02,HU,1723159087
480,presidencia de la plaza,-27.0015,-59.8424,49.08,59,0,5.61,AR,1723159088
481,conde,-7.2597,-34.9075,72.86,100,75,4.61,BR,1723159090
482,kabansk,52.0486,106.6528,60.85,74,3,1.34,RU,1723159092
483,jinghong,21.991,100.7341,69.12,99,35,1.41,CN,1723159093
484,jiwani,25.05,61.7417,81.46,83,53,6.17,PK,1723159095
485,la ronge,55.1001,-105.2842,71.85,28,75,10.36,CA,1723159097
486,debesy,57.6529,53.8049,54.84,77,99,8.1,RU,1723159098
487,kushikino,31.7167,130.2667,84.36,72,32,5.06,JP,1723159100
488,tver,56.8619,35.8931,55.11,95,54,4.36,RU,1723159017
489,pakokku,21.3333,95.1,77.65,83,10,6.64,MM,1723159104
490,camalu,30.85,-116.0667,71.4,65,2,7.7,MX,1723159105
491,chagoda,59.164,35.3285,54.07,96,50,3.29,RU,1723159107
492,rio grande,-32.035,-52.0986,51.26,76,16,9.53,BR,1723159034
493,farah,32.5,62.5,85.53,10,0,3.62,AF,1723159110
494,xining,36.6167,101.7667,54.0,76,28,2.64,CN,1723159112
495,genteng,-8.3667,114.15,70.92,100,78,1.97,ID,1723159114
496,mili,6.0815,171.735,82.45,73,29,8.21,MH,1723159115
497,juba,4.8517,31.5825,70.27,94,33,3.44,SS,1723159117
498,tura,25.5198,90.2201,74.34,98,100,6.46,IN,1723159119
499,strathmore,51.0501,-113.3852,69.93,40,84,6.91,CA,1723159121
500,vilyuysk,63.7553,121.6247,63.9,57,7,4.0,RU,1723159122
501,vila velha,-20.3297,-40.2925,75.15,75,40,16.11,BR,1723159124
502,crane,31.3974,-102.3501,103.21,14,0,13.35,US,1723159126
503,mmabatho,-25.85,25.6333,57.16,54,0,10.36,ZA,1723159127
504,saint-francois,46.4154,3.9054,60.24,94,0,1.14,FR,1723159129
505,saint croix,17.7397,-64.7388,82.85,85,20,10.36,VI,1723159131
506,tazacorte,28.629,-17.9293,73.15,74,75,13.8,ES,1723159132
507,gubin,51.9496,14.7284,63.03,69,40,1.83,PL,1723159134
508,tabas,33.5959,56.9244,91.62,12,0,4.61,IR,1723159136
509,port macquarie,-31.4333,152.9167,59.07,76,100,4.0,AU,1723159139
510,cabedelo,-6.9811,-34.8339,76.05,83,45,14.63,BR,1723159141
511,shahrud,36.4182,54.9763,71.96,60,26,11.83,IR,1723159143
512,zyryanskoye,56.8306,86.6258,54.82,97,53,5.5,RU,1723159145
513,borodulikha,50.7184,80.9295,67.6,81,100,4.63,KZ,1723159146
514,kupang,-10.1667,123.5833,79.38,83,20,6.91,ID,1723159148
515,merizo village,13.2658,144.6691,86.38,80,94,6.38,GU,1723159150
516,kursenai,55.985,22.9189,59.97,89,74,5.3,LT,1723159152
517,farsan,32.2569,50.561,76.19,27,11,4.76,IR,1723159153
518,happy valley-goose bay,53.3168,-60.3315,62.91,59,40,3.44,CA,1723159155
519,mangrol,21.1167,70.1167,81.59,85,100,16.08,IN,1723159157
520,guadalupe y calvo,26.1,-106.9667,60.71,78,100,5.55,MX,1723159159
521,platon sanchez,21.2833,-98.3667,87.75,79,38,7.2,MX,1723159160
522,san jose,37.3394,-121.895,89.53,45,20,10.36,US,1723159112
523,howrah,22.5892,88.3103,82.4,89,75,0.0,IN,1723159164
524,rio preto da eva,-2.6994,-59.6997,84.29,43,14,2.86,BR,1723159165
525,chegdomyn,51.1167,133.0167,63.19,96,94,0.81,RU,1723159167
526,bodo,67.28,14.405,60.78,96,75,3.44,NO,1723159169
527,fria,10.4167,-13.5833,73.15,97,100,1.68,GN,1723159170
528,sao joao da barra,-21.6403,-41.0511,74.01,84,0,21.3,BR,1723159172
529,howard springs,-12.497,131.047,74.88,56,15,8.57,AU,1723159174
530,valdivia,-39.8142,-73.2459,39.72,97,43,0.98,CL,1723158878
531,mocimboa,-11.3167,40.35,69.48,88,20,3.8,MZ,1723159177
532,cold springs,39.6802,-119.9766,95.11,20,69,5.01,US,1723159179
533,guerrero negro,27.9769,-114.0611,79.34,52,0,16.53,MX,1723159141
534,cururupu,-1.8283,-44.8683,76.82,84,57,3.94,BR,1723159182
535,pingzhuang,42.0372,119.2889,73.42,81,95,6.17,CN,1723159184
536,kholmsk,47.0511,142.0569,66.38,99,100,4.25,RU,1723159186
537,vallegrande,-18.4897,-64.1069,43.39,88,100,6.8,BO,1723159187
538,benghazi,32.1167,20.0667,81.59,73,0,13.47,LY,1723159189
539,mombetsu,44.3525,143.3525,70.83,97,100,3.83,JP,1723159191
540,lensk,60.7253,114.9278,66.31,78,15,4.34,RU,1723159194
541,fougamou,-1.2154,10.5838,71.83,87,94,2.86,GA,1723159196
542,abra pampa,-22.7205,-65.697,44.31,6,0,23.47,AR,1723159198
543,miquelon,47.0975,-56.3814,61.99,77,27,23.71,PM,1723159199
544,kaya,13.0917,-1.0844,81.43,69,77,6.31,BF,1723159202
545,camarinas,43.1311,-9.1817,66.85,90,5,15.03,ES,1723159204
546,san salvador de jujuy,-24.1946,-65.2971,39.88,56,12,1.25,AR,1723159206
547,usogorsk,63.4106,48.6872,51.55,75,6,2.57,RU,1723159208
548,shemgang,27.2169,90.6579,67.12,100,99,0.74,BT,1723159210
549,cogan,10.5931,124.0178,79.25,83,98,2.08,PH,1723159211
550,kalajoki,64.25,23.95,58.68,84,84,5.32,FI,1723159214
551,sveti jurij,46.7986,16.0352,60.93,95,27,2.24,AT,1723159215
